sentiment,tweet
-1,masih bersama dingin dan secangkir kenangan serta kerinduan tentang kamu sayang 
-1,untuk apa masih berpegangan bila hanya mendung hitam yang datang dan jerit tangis yang berjatuhan pelukanpun tak lagi me 
-1,penat betul jaga hati orang ni dah lah taknak hargai tak peduli pulak tu kita sakit ke sedih ke 
-1,doktrin macam apa yg masuk ke otak merekaungguh mabuk agama lebih bahaya dari pada mabuk apapun kalo baca yg kaya g 
-1,kita adalah tempat tinggal sementara bagi orang orang yang hadir hanya untuk mampir
-1,penjarahan apapun tidak boleh ditoleransi toleransi pd perilaku penjarahan akan berakibat chaos yang merugikan banyak p 
-1,tidak membalas line chat lebih dari 5 menit keyboard handphone seorang pemuda berubah tema jadi wajahnya sendiri 
-1,resiko mencintaimu tidak ada jaminan kamu mencintaiku juga 
-1,mak mana kamu tahu isu isu semasa ni me 
-1,kok kamu gakeneng 
-1,ngga selamanya orang lain akan menerima atau membalas kebaikan kita cukup tauin aja jangan dibikin kecewa karena itu wa 
-1,pas hbs baca aku langsung mikir msh ada yg lbh goblok dari gue lol
-1,tak berapa nak scam la just plain naivety user id dgn password dh kena phished tu nmpak sedikit reckless org tu call m 
-1,ehh tak faham la spesis macam kau ni pung pang pung pang cakap kena sound dengan big boss pasal kerja aku pastu 
-1,innalillah biadab dan sangat tidak prikemanusiaan 
-1,hospital is canceled 
-1,rlt abis liat foto ayah kok jd keliatan tambah tua trs kepikiran anaknya maksiat trs kok jahat bngt ya udah diurus dr k 
-1,udah biasa sih temen model begini ga kaget ga marah juga ga diucapin yg penting gue masih nafas masih 
-1,secanggih canggihnya google maps dan waze ga akan tau jalan mana yg dipake hajatan
-1,pesan bernas pedoman pilpres 29 menuju indonesia majutop konflik debat ideologi tanpa ujungekarang jamann 
-1,di saat fpi lagi sibuk2nya bantu korban bencana alam di palu dan donggala ada saja pihak2 yg fitnah fpi 
-1,ya semoga sampean dan keluarga sampean nga ada yang buka usaha toko trus tiba tiba terjadi bencana eh barang dagangannya dija 
-1,oal jadup rp   per orang mereka minta segera direalisasikan korban gempa kesulitan dapat pekerjaan dan pendapata 
-1,baru kali ini penanganan bencana benar2 kacau balau sebelum jokowi bencana juga ada tapi gak kayak gini situasinya teri 
-1,apa kepercayaan anda sehingga semua hrs ikut tafsir anda bagaimana dgn track record anda sendiri kl 
-1,save ouroccer bebaskan sepak bola kita dr pengurus sinis pemain bengis dan suporter sadis 
-1,dari hari pertama banser juga sudah turun emang harus lapor kamu 
-1,brader ni hurai pasal gaji ltk dan apa yang dia pernah buat harap budak menteri hadam ishh tak layak betul jadi me 
-1,sampai sini sajalah persahabatan kita ada kesalahan kita boleh tegur dan maafkan ada pula yang melampaui nilai keman 
-1,bro ndak usah dulu pake narasi jualan politik kecap basi tanpa fakta keluarga kami yg merasakan betul dampaknya bencana d 
-1,hati2 dgn rezim otoriter orde baru yg berupaya bangkit dari kuburnya dgn menebar isu pki dsb jangan buang waktu deba 
-1,malapetaka terbesar umat ini bukanlah bencana bumi tetapi bala yang sebenar ialah agamawan yang hil 
-1,saya tdk mencibir bro akan kterlibatan pihak luar anda baca lagi deh kalau anda ngarep bantuan ln lalu anggap k 
-1,ya samalah tu pak yg namanya nya mengambil punya orang tanpa ijin dan tanpa hak itu penjarahan atau maling namanya 
-1, kengototan pemerintah menolak menetapkan status bencana gempa tsunami di lombok ntb dan paluulawesi tengah sebagai ben 
-1,tiba tiba kau hadir dan merusak usahaku dan kini aku teringat kembali akan perih hati yang kau buat waktu ini batakdukungjokowi
-1,dosen satu ini aku kalo telat bikin salah dikit diungkit2 mulu tapi kalo ada apa apa baru ke aku huft
-1,bila pengantin kata takmau shoot outdoor jauh jauh tapi kau kena deliver juga be like 
-1,mau tau knp anda maaf bodoh klo pinter sedikit saja ga akan mudah di bodohi klo lo bilang 
-1,apa hak anda ngatur2 presiden anda siapalma konteks melaksanakan tugas sbg presiden maka pak jokowi berhak mem 
-1,kat twitter ni tak ada istilah 'itu pon nk bagi tahu' 'itu pon nk tweet' 'itu pon nk cerita' dia tweet apa dia suka kau na 
-1,pak dituduh pki dari sebelum jadi presiden sampek sekarang itupun sambil teriak teriak sampek mejen polanya sama 
-1,akun kayak gini asli kocak banget ukthi2 idaman kalian ngefans aktor korea itu bukan lantas berharap bakal jadi jodohnya 
-1,jika dosa maksiat menyebabkan lombok dan palu dilanda bencana orang palestin ialah bangsa paling bermaksiat kerana 7 tahun 
-1,kitorang gaduh lepastu takde apa apa tiba tiba baik malas dah nak fikir malas nak gaduh tapi lama lama hati dah hila 
-1,setelah sy nonton g3s pki tdk ada manfaatnya bagi rakyat indonesia hanya membangunkan rasa dendam antar anak bangsa 
-1,tolong beware dengan number nicammer ni dah ambk duit aku rm48 weyyy dia tipu kata tersilap tac kat no aku dan ni sa 
-1,keadaan disana sengaja dibuat chaos pelakunya ya mereka juga 
-1,buat warga temenku ditwitter aku minta doanya malam ini kaki gunung ciremai kebakaran lagi dan ini udah gede banget dita 
-1,nah beda sama idol yg comeback setahun 3 4 kali yang norak itu kamu nder gak pernah ngerasa hyp 
-1,kalau dia boleh buat aku bahagia buat apa aku tinggalkan kan
-1,ada golongan yg tk sokong dr zakir naik sebabkn contentnya yg 'tk sesuai' dgn multi racial country dan akan mengan 
-1,kaco juga
-1,begal perampokan dan aksi kejahatan lainnya rata rata terjadi karena keadaan darurat eh jangan dipermasalahkano 
-1,pak dan bang memutuskan beberapa pekan ini tdk ke palu donggala untuk menghindari kerepotan dan kesusa 
-1,sekalian biar duit asing aseng buat kampanye ya kreatif banget dan kelihatan nepunya muke lu 
-1,kau ni apa ckp camni ra tak baik ni kawan aku ler biasala ra kena kacau2 sikit ka 
-1,astagfirullah komnas ham jokowi dan kompas bohong besar tentang pembangunan infrastruktur di papua 
-1,ntar gua dikira rp tdk di kenal user hanbin dn drgan ava anjing maunya apa
-1,kami mohon maaf jika belum maksimal karena akses ke tempat bencana begitu banyak hambatan doakan kami agar tetap dibe 
-1,kalo u merasa banyak grup yg pantas dari bts then work for ittream dan promo musik dan karya idol lo yg ken 
-1,innalillahi bunda semalam dipukuli sekelompok orangaat ini keadaan babak belur hei kalian beraninya sama ib 
-1,ribut kencang melanda bandar klang banyak papan iklan di centro mall rebah dipukul angin jalanraya juga sudah mula dinaik 
-1,cuplikan video mungkin hoax mendagri cahyo kumolo alfa mart alfa mart itu tolong di buka di jaga di inventarisir ngambil 
-1,ngulen pake tangan pegel bangeett sekalinya dapet adonan kalis proofing pertama harusnya 45 mnt jadi  5 jam gar 
-1,rakyat indonesia berduka atas musibah gempa amp tsunamiulteng palu amp donggala juga negara2 di dunia ikut berduka aku mo 
-1,break dan berak adalah perkataan yang berbeza tetapi ia mempunyai maksud yang sama melepaskan 
-1,prabowo persilakan pemerintah mengaksesumber daya miliknya kurang berjasa apa coba prabowo danandiaga enggan ke tmpt 
-1,astagfirullah komnas ham jokowi dan kompas bohong besar tentang pembangunan infrastruktur di papua 
-1,lantas apa yang harus aku lakukan jika bertahan aku sakit dan jika pergi membuat aku luka 
-1,menjarah itu adalah mengambil hak orang tanpa izin dengan alasan apapun alasan laparakit miskin pencitraan mau p 
-1,sinetron perjanjian lama raja mesir nolak bayar upah dan lembur kerajaannya munculungai darah banjir katak banjir nyamuk 
-1,yg paling njeglek itu ya jaman cmb dah lah pathcode tuh kurang keren apa ternyata mv nya sehun nyeker 
-1,buku tentang segala bahagia yg tak tuntas tentang hubungan yg saling namun dipaksa lepas tentang orang2 yg tepat namun 
-1,mhon ijin mengadu ini sy mau minta ganti kwitansi pembayaran bulan agustus dan september ditolak petugas telkom pati rq
-1,cek emak aing dan itu bener bgt menjadi pendendam malah bikin hati capek
-1,apa aoaan ini kalo belum fix jangan di globalkan dong bikin versi beta nya dan sekarang gimana ca 
-1,i never saw brett black out or not be able to remember the prior evening s events nor did i ever see brett act aggressiv 
-1,kursi kantro aku kayak gini dan macet entah kenapa ga bisa muter padahal biasanya aku muter2 diriku sendiri kayak g 
-1,tepi pantai gaza bercampur dengan darah para peserta yang diserang brutal dengan peluru dan bom oleh pasukan zionis 
-1,sudirmanaid bandingkan penanganan gempa eraby dan jokowi fadli zon pemerintah tahap ini lemah v 
-1,aku doakan owner fake account ni cacat seumur hidup dan kau akan mintak maaf merayu rayu kat budak yang kau hina tu okekian 
-1,udah salfa selfi ky gitu ehh ujung ujung nya negara kekurangan dana apbn untuk memba 
-1,pengakuan pelaku mereka menjarah untuk keluarganya dan akan terus terjadi apabila pemerintah lamban memberi bantuan https 
-1,im not uke but okay kalo alesannya taken tapi whats wrong with mpreg though probably beberapa seme j 
-1,tmj tak berani sebut nama chedet perangai baling batu sembunyi tangan dan pukul lari ni serupa perangai budak belum mata 
-1,rantai komenlu dah bego ga da isinya panjang pula harusnya homoseksual le  
-1,yang kacau tu otak lu saudara sebangsa sedang kena musibah masih juga di politisir orang yg teriak nkri harga mati tida 
-1,astaghfirullahaladzim begitu keji dan jahat kalian memperlakukan seorang perempuan
-1,kenapa selalu menyalahkan orba apakah tdk ada kebaikannya kalau pki sampai kapanpun tdk ada kami biarkan ada 
-1,yang kau tu sibuk kat twitter jadi jurucakap tuhan tu buat apa pergi lah bermunajat cepatlah twitter suspen 
-1,menjual masakan host kitchen itu tidak lebih berfaedah dari prank atta wahaayy muslim apa dalil menjual racuuunnn pake na 
-1,kalau pu tu cakap musibah maksiat maksiat jenis apa zina kalau maksud dia zina dia perlu sediakan bukti org b 
-1,hm kawan aku ni bodoh juga hm 
-1,buat anak anak ku yang tidak bersungguh sungguh dalam pembelajaranmu hanya tidur main phone whatapps dan membuang wak 
-1,harusnya dia ngatain si cowo aja katain gigolo kek germo kek apa kek yang jelas tanpa ba 
-1,gue mau belajar terus tau tau liat exo mengeluarkan sesuatu aku shock berasa mau nange 
-1,aruna besok coba mie pontianak yuk lho kamu kan muslim kok makan makanan ga halal sih iya ga pake jilbab lagi g 
-1,dekat masjid skrg pun group ws mmg kecoh benda ni satu je sbb mmg sbb lgbt takde sbb lain 
-1,sesungguhnya orang yang lebih kampungan adalah orang yang kalo apa apa share lewat base ga berani pake akun sendiri 
-1,kalau mau pergi tolong pamitan duluetidaknya aku tau apa alasanmu pergi 
-1,hahaha apa beda menjarah mengambil harta benda secara paksa dan massal tanpa izin pemiliknya 
-1,nah di rumah ide ff aku mandet padahal di bilang sibuk engga juga tapi bawaanya ngantuk mulu wkwkwk
-1,ramai sangat orang berlumba lumba jadi bodoh kat malaysia ni menyedihkan
-1,lah ngapain kampret dungu bantu temanm 
-1,i would like to quote dan and say you re a pumpkin spice loser 
-1,cakap dan buatlah brader dulu kami ni time gemok orang tinggal kami lek ja move on brader 
-1,belajar sampai degree master phd tapi nak hormat mak cik cleaner cuci tandas kolej pun susah bayangkan itu ibu kit 
-1,kok belum lulus lulus juga 
-1,jgn nak lahirkan generasi lembab manja dan tak ada skill 5 soalan pertama tu tak sampai 3 saat boleh jawab jenis m 
-1,gak juga banyak kog yg peduli thdp korban penggalangan dana dll pemerintah disorot karena kali ini narasinya koc 
-1,7 marah geram bercampur heran dan penasaran ada apa dengan rezim ini mengapa sangat takut menetapkan status bencana 
-1,kebiasaan kan ngerusak thread untuk temen jirr
-1,tiap baca komentar yg sangat tidak relevan dan cenderung bodo 
-1,saya udah dari hari jumat ngeluh tentang masalah dokumen yang kompakan ngupl 
-1,ini bukan kena jarah tapi kena gempa ha ha ha matamu 
-1,sangat sangat sangat tidak dibenarkan tidak setuju dengan ucapan dan perbuatannya boleh tapi menganiaya adalah pe 
-1,ada je lagi perempuan kat luar sana yang taknak apa apa pun daripada lelaki yang dia sayang bukan pasal duit materiali 
-1,kebanyakan nonton sinetron yg ceritanya org jahat di azab petir sampe gosong dpt iden 
-1,my god i don t even have kids and this make sense also damn you for planting that earworm dan da 
-1,mengkaitkan bencana alam dengan dosa para korban dan penghuni yang mengalami kerugian akibatnya adalah bencana susulan be 
-1,aksi buruh menolak kriminalisasi rizal ramli oleh partai nasdem massa buruh juga menolak impor ugal2an amp pecat mendag e 
-1,pedophile gets 5 months child abuser and murderer gets 8 months do we just hate children 
-1,welcome welcome kau itu manusia apa keset 
-1,mandiri sih tp kl apa apa mikir sendiri stress juga lama lama
-1,aku rasa lepas ni siapa nak kawin ada anak kena ambik ujian iq dulu kalau bodoh jangan ada anak pls 
-1,nangisssss seempangggg 
-1,ga minta tp tetep dikasih wkwkwk 2 harapannya jangan ada yang curang baik hack atau nipu upfoll dan seba  
-1,berlatih membuat kita menjadi sempurna tapi tidak ada manusia yang sempurna jadi buat apa kita susah payah berlatih ehh
-1,mehhh diti apa kabar wah naik berapa kilo nih njalok digaplok
-1,anju demi apa lah jangan buat saya meninggul
-1,situasi semakin tidak kondusif dan mengerikan tim relawan hilmi fpi terpaksa tunda bantuan karena adanya penjarahan gara2 se 
-1,every night i always turn into bdsm bersedih dan selalu menangis
-1,sudahlah gaji kecil epf takde bos taknak carum epf pun taknak reportocso pun takde apa ke malang bebudak zaman ni 
-1,halah palingan mereka yang bikin give away juga lo retweet kan 
-1,terus pas kamu minta dibela sama pasanganmu pasanganmu malah diem aja karena merasa nggak ingin melawan orang tuanya m 
-1,amat keji dan biadad
-1,ini di grub keluarga mamahku capek marahin aku yang selalu teledor dan hasilnya begini 
-1,lo nya aja kalik ga nemu temen cewek yang chill cool santay spt gue cowok juga banyak yang rese amp norak 
-1,ini jelas pencitraan anda bro tolong bedakan negara dengan ormas 
-1,aprindo menyesalkan sikap pejabat yg berkesan arogan dgn memberikan izin bagi masyarakat untuk mengambil barang di toko ritel 
-1,itulah ciri ciri orang sok pintar sok tau padahal nol besar memang demo itu apa artinya apakah kalau demo 
-1,xtau nk rasa apa sedih ke happy ke takut ke 
-1,rezim orde baru tak hanya memenjarakan tanpa pengadilan tapi juga menutup pintu rezeki para korban g3s dan keluarganya 
-1,dekat fb aina kena hentam walaupun bercerita soal kebenaraneolah2 rahsia allah itu sungguh lancang disebut orang tuduhan 
-1,goblog ra wis wis anak esemkanya udh dimana tau buzzernya udh 2x ganti jabatan avanza udh 2x ganti model smetara lu nongol  
-1,he stepped up when jay died and was there for lottie and all of her siblings it's sad how quickly daisy has forgotten that 
-1,ternyata pemerintah lalai terhadap rakyat nya bukan hanya soal kesejahteraan dan perlindungan hukum namun juga lalai ketika ra 
-1,once last month i will never listen to tt ever again the minute it hits october st im nayeon yoo jeongyeon momo jjang 
-1,ya gue tau kalo goblok itu gratis tapi jangan diborong juga dong
-1,di wasap ada grup futsal kantor tapi isinya malah berita berita politik yg belum tentu bener mau out ga enak m 
-1,mengkritik prestasi jokowi dengan fakta dan angka2 sangatlah sulit maka yang digunakan adalah hoax ujaran kebencian f 
-1,synnex metrodata indonesia mengucapkan turut berduka cita atas bencana gempa bumi dan tsunami yang menimpa saudara kit 
-1,gausah ngeles ah tam ngerti aing juga makaudnya kemana haha 
-1,ga salty sih cuma sebagai orang yg ngikutin mereka dari awal dan tau gimana dulunya mereka ga dikenal bahkan dulu 
-1,kamu tak sadar kalo sekarang yg berkuasa tuh siapa dan kamu membenci sekalieberapa tingkatkah ilmu analisis ka 
-1,nah maka nya tadi sy stalk akun nya aneh aja pakai ava dan id ganti presiden tp nyamber tuit sy maki2 ternyata 
-1,b bisa jadi tp aku gak mau terlalu berharap sesuai ekspektasiku takut dijahatin author nanti 
-1,hikmat orang miskin tidak didengar oleh orang kaya yang mempuyai hasrat ingin berkuasa hikmat orang bo 
-1,orang perempuan tak kan cuba tips ni thanks 
-1,ini kerjaannya ed woodward juga bukan 
-1,pinky cantik juga ya
-1,simpul jaringan riau di riau sudah ada moratorium pembukaan lahan sejak 5 tahun lalu tapi belum ada penegakan huk 
-1,bubarkan 
-1,ini tindakan kriminal trlbh lagi melakukan kekerasan trhdap wanita dan aktivis yg tdk d benarkan d negri yg mnjunj 
-1,3some yuk tante baru pernah sekali dan pengen lagi ngisep dua kontol uchhh enak banget 
-1,telkomsel imamsukaaa hai mas imam mohon maaf atas ketidaknyamanan yang dialami terkait keluhan tidak dapat akt 
-1,video dari pemerintah tidak ada bantuan kita butuh makan bantuan logistik yang tak kunjung datang membuat korban g 
-1,suka sedih kalo bandingin predebut guanlin dan seonho 
-1,mengungkit dan menyedarkan adalah perkara yang berbeza mengungkit bila kau sebut banyak kali sampai orang sakit hati m  
-1,dan kalau kalah kamu bisa jadi laki laki ngaku kalah dan cari psikiater ndak 
-1,waliiid kak walid sebelumnya dinomor 45xxxxx556 sudah ada nomor tiket kendala dan sudah kmai bantu follow up k 
-1,but nobody ever seems to pay dan none of theseob s are going to prison 
-1,telkomsel taff cha mohon maaf saya bantu cek terlebih dahulu dan tunggu respon selanjutnya via dm terima kasih dira
-1,anak bulu yang masih rewel dan nangis dari kemarin karna penyesuaian tempat baru cuma mau diam dan anteng kalau ud 
-1,penjarahan di palu dan warga yang tak ingin disebut menjarah 
-1,iya dia memang buka twitter tidak buka hatinya untukmu dia hanya balas chatmu tidak balas perasaanmuu dia me 
-1,ibu itu mengaku apa yang dia lakukan adalah menjarah inilah akibat dari lambannya pemerintah dalam bergerak memberikan bant 
-1,keliatan banget jeleknya itu award ' dan mereka bilang beli penghargaan usaha woy kalo mau me 
-1,di tii bukan mau merubah dasar negara indonesia mereka 
-1,bagaimana mungkin tuhan lebih mencintaiugik nur yang berdakwah dgn kalimat sucinya jancuk matamu picek dobol sehin  
-1,pernyataan irsyad yusuf yang juga ketua pkb pasuruan itu di luar nalar pasalnya suara 78 itu sebenarnya juga 
-1,tadi siang liat poster dan teaser suzzana yang diperanin sama luna maya dan mikir anjir serem juga tapi setelah liat 
-1,jika hanya menyalahkan sepakbola atau suporter sbg sebab tragedi ini maka kita hrs mengganti kacamata yg buram itu masala 
-1,semalam lepas tol kota kemuning nampak ada orang terbaring atas jalan ingatkan accident jatuh sebab jalan licin lepas hu 
-1,semua confuse dia jantina apa sebenarnya 
-1,nanyanya terganggu atau tidak bapaknya tak mau jawab wqwq coba nanyanya kesulitan apa kaga 
-1,supporter terbunuh responemoga ini yg terakhir terus begitu supporter semakin anarkis jika itu terjadi di ma 
-1,tim melakukan doa bersama dan tabur bunga di tkp 
-1,yodah kalo kamu yakin juga emg apa manfaatnya buat orang lain disimpen sendiri aja bapaknyaomi 
-1,pak jokowi bilang ke bangandi betapa sulitnya mengelola negara sebesar indonesia ya kalau sulit ngapain juga ngotot 
-1,w blok juga u lama lama 
-1,dia yg tadinya curhat sm gw tentang kehidupan pribadinya ttg kehidupan asmaranya lama jadi ngejauhin gw dan dia l 
-1,jawaban ketua pssi soal ripharingga itu sama sekali gak bisa diterima aparat di mana jelas jelas orang itu dipukulin d 
-1,jalan jalan ke yogyakarta tak cukup sekedar mengenal wisata budaya dan sejarahnya saja rasanya kurang sempurna kalau 
-1,sblm diproses hukum tolong suruh ngadep org tua almarhum cium kakinya mohon maaf dan taubatan ngebunuh nyawa sambil mela 
-1,propaganda mereka ini mirip dgn apa yang terjadi diuriah dimana propaganda serupa diproduksi untuk menjatuhkan pres 
-1, hire driver tak ada lesen 2 accident 3tudent lumpuh 4 kena saman 4 3 juta tuan punya tahfiz ini adalah ujian al 
-1,ini yg kami khawatirkan demi mempertahankan jabatan presidenmu kaw paksa ulama kami meminta maaf kepada penista agama 
-1,orang udah dikubur masih di cari2 kesalahannya dengan ngangkat tweet2 lamanya cuma gara2 beda pilihan politik gak 
-1,kau bayangkan kau tengah meniaga dekat msia pastu pelancong asing datang maki2 kau dalam bahasa dia kau pula faham apa di 
-1,pembangunan posyandu dan jalan pekebunan molengku tombolikat tidakesuai rab 
-1,7 tahun yailah masih bisa disepelekan orang indonesia korban mati pelaku harus mati 
-1,tampaknya selama jd ketua pssi ga becus jd pembina psms medan jg tdk terlihat prestasinya entah soal jab 
-1,pssi harus berbenah dari mulai struktur liga 3 sampe  kalo bisa jgn ada kekerasan kita sebagai supporter i 
-1,begini cara kampret propaganda masyarakat jangan terprovokasi ini cara2 yg do lakukan di syria juga 
-1,terlalu byk pelanggaran pakkedar mengingatkan masa jbtan bpk sbntar lg berakhir sd kah bpk menuntaskan ka 
-1,manusia bermuka setebal tembok penjara tak tau maluejatinya dia adalah seorang pengecut dan pecundang ilc sdh buktikan i 
-1,itu siapa yg bikin videonya bani cingkrang goblok bin pekok tolol kebina bina dr sblm zaman jokowi juga pintu 
-1,ketua pssi kecewa dengan pembina klub psms karena masih ada penonton yg menyalakan fla 
-1,sedang pusing karena gatau apa yang dimau hadeh 
-1,pernah juga nih lagi ujian semester minta jawaban kalo ga dikasih dibilang pelit ga bantu temen padahal di l 
-1,hahhaha babi muka mcm miss lee yang ajar english kt kampung boy 
-1,kalau temanmu tanya ipk kuliah mulu jawab aja begitu kayak pak edy apa urusan anda menanyakan itu bukan hak anda bertanya k 
-1,27 hours 2 based on true story aron mendaki di sebuah canyon terpencil masa nak lompat ke seberang aron terjatuh 
-1,kuharapandi ke bogor dan ke roti unyil sambil bawa kamera nihhh gegara ekonomi sulit roti donat dan burger jadi kecil 
-1,jenderal gatotekarang saatnya panen kok impor ada apa gatot menjelaskan indonesia adalah negara agraris sehingga rakya 
-1,mas e serius ngak dengan anak saya mau nikahin anak saya apa urusan anda menanyakan itu bukan hak anda ber 
-1,tak sampai setahun kantoi curang affair dengan perempuan club sexy body tip top bini kt rumah jaga anak separuh mati k 
-1,antara staf yang rajin bekerja dan senang mintak tolong pada korang yang malas kerja tapi gaji nak banyak tu tlg la malu si 
-1,takut aku kadang2 baca tweets n replies bebudak twitter ni huhuhuhu korang jelas atau tidak dgn agama sendiri ni jahil as 
-1,ngomongin hoax loe ted tp foto ilustrasi loe juga editan dan cenderung ngehoax hati hati penipuan pu 
-1,tau apa kamu tentang berjuang hp lemot dikit aja pencet tombol home 
-1,apa yg sdh dikerjakan jokowi bikin slogan pencitraan ini presiden yg paling dramaturgis sepanjang indonesia merdeka tak be 
-1,tak ada yg mendukung rahvana ramaemua orang mendukung dirinya sendiri bila untung mendukung rahvana orang itu akan 
-1,bagaimana sepak bola indonesia bisa maju dan berkembang kalau suporter nya anarkis dan sampai terjadi pembunuhan se 
-1,jadi buat oknum2 yg ngakunya armys tapi masih melakukan violence di sosmed entah verbal maupun non verbal kamu tuh memp 
-1,d terlihat cantik dan flawless di cermin nyatanya kucel muka bantal 
-1,man robbuka apa urusan anda menanyakan itu 
-1,malas nak bermusuh or ade perasaan dendam ke benci dekat sesiapaukauka la tak suka tak suka la hidup masing2 kita se 
-1,apa urusan anda menanyakan itu bukan hak anda wartawan beanya kepadaaya 
-1,kalian para buzer dan rombobgan para penghasut tlh mncuci otak prempuan itu hingga benci b 
-1,sedihkan jadi anak bila dah masuk ipt banyak gila guna duit duit keluar macam air malu nak minta tapi kalau tak minta 
-1,para supporter itu menghabisi seseorang sambil berzikir tiada tuhanelain allah entah apa yang ada dalam pikiran 
-1,awal memerintahby diwarisi separatisme konflik horisontal ekonomi ambruk ketakpercayaan internasional juga diuj 
-1,pasti dia besok ketika di tanya malaikat siapa tuhanmu dia bakalan jawab apa urusan anda menanyakan i 
-1,dulu ada juga yang gak gue bikin karena gini gak nemu feel buat edit 
-1,tuh kan itu emang dasar orangnya baperan pendukung ada juga yg pakai atribut bilangin m 
-1,dan akupun mulai males dirumah 
-1,patutlah malaikat persoalkan pada allah kenapa kau nak jadikan manusia mereka akan melakukan kerosakan pada bumi kami ad 
-1,karena rangkap jabatan dan dianggap tidak bisa fokus urus pssi edy rahmayadi diminta mundur dari posisi ketua umum pssi dia 
-1,berat nyerah saja
-1,oh iya ini juga kalau rayen tinggal diurabaya udah pasti nggak bakal satu sekolah sama eze tipikal anak bas 
-1,2 minggu lepas allah uji aku dengan motorsikal hilang dah usaha parking ditempat selamat kunci tambahan tapi pencuri leb 
-1,tadi pagi waktu jalan pagi kirain ada apa heboh banget emak2 di pasar gak taunya ada belanja murah 2rb dapat 7 macam b 
-1,sing saba rprofaya ndek jakarta juga bosen kalau jumatan materi khutbahnya jelek jelekin inslam nusantara
-1,hasil2 polling setelah penetapan no urut pasangan pilpres 29 potong bebek angsa masak dikuali gagal urus bangsa mas 
-1,ya hari ini ada suporter oren yang benar benar mati oleh suporter biru kreativitas semacam apa ini memberi propaga 
-1,ribut bgt itu para interfans yg terkenal2 duh ya pdhl yg namanya fansite grup apapun ya semua ngelanggar 
-1,bodoamat juga gue mau dibilang fake fans fake stan apalah tu lo kali yg pas jyp jatuh terus bisanya komen begitu gatau apa 
-1,bukan dunia yg kutangisi tapi panjanganya perjalanan yg kulalui dan sedikitnya bekal yg aku bawa nanti abu hurairah  
-1,selamat siang kami mohon maaf atas ketidaknyamanan yang ibu alami mohon kesediaan ibu mengunjungi 
-1,apa urusan anda menanyakan itu bukan hak anda bertanya kepada saya kalo wawancara ya ditanya lah masa didongengin giman 
-1,kalau burger ni ada mata konfem menangis seumur hidup dia diperlakukan dengan sebegini rupa 
-1,dosen penguji apa kaitan teori ini dengan variabel skripsi anda pak edy apa urusan anda menanyakan itu bukan hak a 
-1,sonabrus baik mas nelson mohon maaf atas ketidaknyamanan yang dialami jika berkenan silakan adukan ke layanan 
-1,apa kabar rakyat miskinku
-1,kaos kakinya bolong tangannya kasar gak sekeren dan semilenial kita lah intinya tapi ketika ziarah di makam raja banjar yan 
-1,jaguh badminton no  dunia dato' lee chong wei diahkan menghidap kanser hidung peringkat awal admin doakan moga beliau 
-1,kalo kyk gt y bubarkan saja untuk menggaungkan rivalitas hanya demi 
-1,jejak digital itu menyakitkan dan menusuk2 
-1,moncong mu itu bg asbun dan kyk memprovokasi aja tolong lah kata2 yg m 
-1,emang biadab kali lah si fitnah aja kerja mu apa gak kau lihat video nya seperti apa den gimana lah ma 
-1,kita yg naik kete kecik mengeluh sempit kita yg naik kete biasa2 mengeluh x laju kita yg naik kete separa mewah idamk 
-1,bedes2 psikopat akan dengan mudahnya melakukan tindak kekerasan khususnya ketika kekerasan itu dipakai untuk mencapai tujuan 
-1,annoying juga rasa diri aku ni kadang kadang sebab duduk atas kerusi pun still nak bersila macam duduk atas lantai 
-1,24 janjinya bangun puskesmas 5 ampe 27 puskesmas baru yg dibangun gak sampe  boro boro 5  gebleg 
-1,pelatih gre besok setelah latian pagi siangnya mau nambah fisik w apa urusan anda menanyakan itu auto di can 
-1,kok aku cry ya
-1,galau itu sederhanaesederhana aku mencintaimu dan kamu malah mencintai dia 
-1,aku paling tak percaya cerita melacur sebab tak dpt cari kerja bersepah kerja yg lawful even pay more than lower clas 
-1,cuba imagine kalau one day kau ada anak perempuan then ada lelaki yg tak tau asal usulnya mainkan hati anak you apa yg you ak 
-1,dgn memilih menjadi golput bisa jadi akan membuat negri ini jatuh ke tangan yg salah kecewa boleh tapi menggada 
-1,terlalu bodoh sbg seorang pemimpin kalo sy menangkap dari apa yg d ungkapkan ketum pssi karna dia menunju 
-1,km tak sure naik kereta kos 3 ringgit sebulan hshshdhdhdhd
-1,ferdinand kaitkan nama koalisi jokowi dengan perbudakan jadi bagusnya apa nama koalisi yang bagus om apa 
-1,di obrolan chat panjang kita pernah saling takut kehilangan sampai pada suatu waktu obrolan kita mulai kosong mulai sep 
-1,emang kau tukang fitnah laknat mrasa sok suci sejatimu adlah anjing najis bangsatyiah sundel k 
-1,terungkap mourinho dan pogba bertengkar hebat di ruang ganti 
-1,gue mah biarin aja berarti dia lebih milih bongkol jagung dibanding berlian yang artinya dia menyia 
-1,netizen itu suka ambil kesimpulan sendiri ya edukasi seks dibilangnya mendukung seks bebas edukasi tentang hiv dibilan 
-1,kreatifitas taeee 
-1,kak kok masih jomblo apa urusan anda menanyakan itu nanya doang kak gak usah ngegas bukan hak anda 
-1,di atm layar kaca atm apakah anda ingin melakukan transaksi lain ya apa urusan anda menangakan itu anda t 
